"","TYPE","ZONE","CASES","DEATH","DATE"
"1544","School","Calgary",5,0,2020-12-07
"1545","School","Calgary",6,0,2020-12-07
"1546","School","Calgary",3,0,2020-12-07
"1547","Long-Term Care","Edmonton",25,2,2020-12-07
"1548","Frontline","Calgary",8,0,2020-12-07
"1549","Social Service","Edmonton",1,0,2020-12-07
"1550","Social Service","Calgary",1,0,2020-12-07
"1551","School","Edmonton",8,0,2020-12-07
"1552","Shelter","North",4,0,2020-12-07
"1553","School","Central",4,0,2020-12-07
"1554","School","Edmonton",7,0,2020-12-07
"1555","Junior/High School","Edmonton",2,0,2020-12-07
"1556","School","Edmonton",4,0,2020-12-07
"1557","School","Calgary",2,0,2020-12-07
"1558","Long-Term Care","Edmonton",157,15,2020-12-07
"1559","School","North",3,0,2020-12-07
"1560","Long-Term Care","Edmonton",10,1,2020-12-07
"1561","School","Calgary",3,0,2020-12-07
"1562","Long-Term Care","Edmonton",3,0,2020-12-07
"1563","School","North",11,0,2020-12-08
"1564","Long-Term Care","Calgary",76,5,2020-12-08
"1565","School","South",2,0,2020-12-08
"1566","School","Central",2,0,2020-12-08
"1567","School","Central",2,0,2020-12-08
"1568","Private","South",12,0,2020-12-08
"1569","School","Calgary",3,0,2020-12-08
"1570","Long-Term Care","Calgary",2,0,2020-12-08
"1571","Long-Term Care","Edmonton",2,0,2020-12-08
"1572","School","Edmonton",3,0,2020-12-08
"1573","Long-Term Care","Central",2,0,2020-12-08
"1574","School","Edmonton",3,0,2020-12-08
"1575","School","Calgary",3,0,2020-12-08
"1576","Childcare","Calgary",2,0,2020-12-08
"1577","Childcare","Calgary",2,0,2020-12-08
"1578","School","Calgary",24,0,2020-12-08
"1579","Junior/High School","South",4,0,2020-12-08
"1580","Social Service","Calgary",12,0,2020-12-08
"1581","School","Edmonton",6,0,2020-12-08
"1582","Acute Care","South",3,0,2020-12-08
"1583","School","Calgary",4,0,2020-12-08
"1584","School","North",4,0,2020-12-08
"1585","School","Edmonton",4,0,2020-12-08
"1586","Childcare","Calgary",8,0,2020-12-08
"1587","Long-Term Care","Edmonton",1,0,2020-12-08
"1588","Junior/High School","Edmonton",3,0,2020-12-08
"1589","Social Service","North",7,0,2020-12-08
"1590","School","Calgary",4,0,2020-12-08
"1591","Manufacturing","North",1,0,2020-12-08
"1592","Social Service","Calgary",1,0,2020-12-08
"1593","Long-Term Care","Edmonton",132,14,2020-12-08
"1594","Long-Term Care","Edmonton",114,23,2020-12-08
"1595","School","South",1,0,2020-12-08
"1596","School","Edmonton",5,0,2020-12-08
"1597","Long-Term Care","Central",1,0,2020-12-09
"1598","School","Calgary",9,0,2020-12-09
"1599","School","Edmonton",2,0,2020-12-09
"1600","School","Edmonton",8,0,2020-12-09
"1601","Long-Term Care","Calgary",2,0,2020-12-09
"1602","Frontline","Edmonton",1,0,2020-12-09
"1603","Junior/High School","Calgary",2,0,2020-12-09
"1604","Childcare","Calgary",3,0,2020-12-09
"1605","Long-Term Care","Edmonton",9,0,2020-12-09
"1606","Childcare","South",1,0,2020-12-09
"1607","Private","Calgary",45,0,2020-12-09
"1608","Social Service","Edmonton",11,0,2020-12-09
"1609","Communal","North",65,0,2020-12-09
"1610","School","Calgary",4,0,2020-12-09
"1611","Acute Care","Calgary",2,1,2020-12-09
"1612","School","Edmonton",2,0,2020-12-09
"1613","School","Edmonton",2,0,2020-12-09
"1614","Long-Term Care","Edmonton",40,5,2020-12-09
"1615","School","Edmonton",3,0,2020-12-09
"1616","Grocery/Essential","Edmonton",6,0,2020-12-09
"1617","Social Service","Edmonton",1,0,2020-12-10
"1618","Childcare","Calgary",3,0,2020-12-10
"1619","Medical","Edmonton",2,0,2020-12-10
"1620","School","Calgary",6,0,2020-12-10
"1621","Social Service","South",2,0,2020-12-10
"1622","School","Calgary",9,0,2020-12-10
"1623","Church","South",7,0,2020-12-10
"1624","Long-Term Care","Edmonton",136,3,2020-12-10
"1625","School","South",11,0,2020-12-10
"1626","Social Service","Calgary",2,0,2020-12-10
"1627","Grocery/Essential","Edmonton",8,0,2020-12-10
"1628","Long-Term Care","Central",1,0,2020-12-10
"1629","Long-Term Care","Edmonton",1,0,2020-12-10
"1630","Long-Term Care","Calgary",1,0,2020-12-10
"1631","Social Service","Central",7,0,2020-12-10
"1632","Social Service","Edmonton",16,0,2020-12-10
"1633","Childcare","Edmonton",22,0,2020-12-10
"1634","School","Central",4,0,2020-12-10
"1635","Junior/High School","Calgary",2,0,2020-12-10
"1636","Communal","North",12,0,2020-12-10
"1637","School","Edmonton",3,0,2020-12-10
"1638","School","Edmonton",2,0,2020-12-10
"1639","School","Calgary",3,0,2020-12-10
"1640","School","Edmonton",2,0,2020-12-10
"1641","School","Edmonton",2,0,2020-12-10
"1642","School","Edmonton",3,0,2020-12-11
"1643","School","Edmonton",3,0,2020-12-11
"1644","Social Service","Calgary",3,0,2020-12-11
"1645","School","Calgary",2,0,2020-12-11
"1646","Social Service","Edmonton",3,0,2020-12-11
"1647","School","North",1,0,2020-12-11
"1648","Acute Care","North",15,3,2020-12-11
"1649","Long-Term Care","North",4,0,2020-12-11
"1650","School","Edmonton",4,0,2020-12-11
"1651","Childcare","Calgary",14,0,2020-12-11
"1652","Childcare","Calgary",3,0,2020-12-11
"1653","Shelter","North",4,0,2020-12-11
"1654","School","South",3,0,2020-12-11
"1655","Acute Care","Central",15,0,2020-12-11
"1656","Acute Care","Calgary",2,0,2020-12-11
"1657","Childcare","South",1,0,2020-12-11
"1658","Acute Care","Central",3,0,2020-12-11
"1659","Long-Term Care","Calgary",1,0,2020-12-11
"1660","Long-Term Care","Central",8,3,2020-12-11
"1661","Long-Term Care","Calgary",32,3,2020-12-11
"1662","Long-Term Care","Edmonton",11,1,2020-12-11
"1663","Social Service","Edmonton",7,0,2020-12-11
"1664","Childcare","Calgary",39,0,2020-12-12
"1665","Group Home","Calgary",1,0,2020-12-12
"1666","Long-Term Care","Calgary",8,1,2020-12-12
"1667","School","North",4,0,2020-12-12
"1668","Long-Term Care","Calgary",3,0,2020-12-12
"1669","Communal","North",2,0,2020-12-12
"1670","Social Service","North",3,0,2020-12-12
"1671","School","Edmonton",2,0,2020-12-12
"1672","Long-Term Care","Edmonton",12,0,2020-12-12
"1673","School","Central",3,0,2020-12-12
"1674","Grocery/Essential","Edmonton",5,0,2020-12-12
"1675","Long-Term Care","Calgary",1,0,2020-12-12
"1676","Long-Term Care","Central",1,0,2020-12-12
"1677","Childcare","Edmonton",6,0,2020-12-12
"1678","Long-Term Care","Edmonton",190,12,2020-12-12
"1679","School","Central",2,0,2020-12-12
"1680","School","Central",4,0,2020-12-12
"1681","Correctional","Central",39,0,2020-12-12
"1682","Acute Care","Central",55,9,2020-12-12
"1683","Long-Term Care","Calgary",2,0,2020-12-12
"1684","School","Edmonton",2,0,2020-12-12
"1685","Long-Term Care","Edmonton",53,4,2020-12-12
"1686","School","Edmonton",5,0,2020-12-12
"1687","School","Edmonton",2,0,2020-12-12
"1688","School","Central",2,0,2020-12-12
"1689","School","Central",7,0,2020-12-12
"1690","Communal","North",7,0,2020-12-13
"1691","Long-Term Care","Calgary",2,0,2020-12-13
"1692","School","Edmonton",7,0,2020-12-13
"1693","Social Service","Calgary",6,0,2020-12-13
"1694","Long-Term Care","Central",2,0,2020-12-13
"1695","School","Edmonton",4,0,2020-12-13
"1696","School","Central",2,0,2020-12-13
"1697","Social Service","Edmonton",4,0,2020-12-13
"1698","Long-Term Care","Edmonton",38,4,2020-12-13
"1699","Long-Term Care","Central",1,0,2020-12-13
"1700","Frontline","Edmonton",9,0,2020-12-13
"1701","School","Central",5,0,2020-12-13
"1702","Acute Care","Calgary",1,0,2020-12-13
"1703","Long-Term Care","Calgary",4,0,2020-12-13
"1704","Long-Term Care","Edmonton",1,0,2020-12-13
"1705","Long-Term Care","Edmonton",3,0,2020-12-13
"1706","Long-Term Care","Central",1,0,2020-12-13
"1707","School","North",2,0,2020-12-13
"1708","Frontline","Central",24,0,2020-12-14
"1709","Childcare","Edmonton",3,0,2020-12-14
"1710","Long-Term Care","Edmonton",37,5,2020-12-14
"1711","Childcare","Edmonton",2,0,2020-12-14
"1712","School","Edmonton",4,0,2020-12-14
"1713","Long-Term Care","Edmonton",6,0,2020-12-14
"1714","Grocery/Essential","Edmonton",4,0,2020-12-14
"1715","Frontline","Calgary",5,0,2020-12-14
"1716","Food Manufacturing","Calgary",10,0,2020-12-14
"1717","School","Calgary",3,0,2020-12-14
"1718","School","Calgary",3,0,2020-12-14
"1719","Group Home","Edmonton",3,0,2020-12-15
"1720","School","Calgary",3,0,2020-12-15
"1721","Group Home","Edmonton",3,0,2020-12-15
"1722","School","Edmonton",2,0,2020-12-15
"1723","School","Calgary",2,0,2020-12-15
"1724","Long-Term Care","Calgary",1,0,2020-12-15
"1725","Childcare","Edmonton",8,0,2020-12-15
"1726","Long-Term Care","Edmonton",1,0,2020-12-15
"1727","School","Edmonton",2,0,2020-12-15
"1728","School","Calgary",2,0,2020-12-15
"1729","Long-Term Care","Central",1,0,2020-12-15
"1730","Grocery/Essential","Edmonton",13,0,2020-12-15
"1731","Long-Term Care","North",1,0,2020-12-15
"1732","Social Service","Edmonton",1,0,2020-12-15
"1733","Social Service","Calgary",1,0,2020-12-15
"1734","Social Service","Edmonton",4,0,2020-12-15
"1735","Long-Term Care","Calgary",1,0,2020-12-15
"1736","Childcare","South",1,0,2020-12-15
"1737","Long-Term Care","North",1,0,2020-12-15
"1738","Childcare","North",3,0,2020-12-15
"1739","Hotel","Calgary",9,0,2020-12-15
"1740","Long-Term Care","Calgary",10,3,2020-12-15
"1741","Childcare","Edmonton",3,0,2020-12-15
"1742","Group Home","Edmonton",9,3,2020-12-15
"1743","School","Calgary",5,0,2020-12-15
"1744","Group Home","Edmonton",2,0,2020-12-15
"1745","Construction","Edmonton",37,0,2020-12-15
"1746","Long-Term Care","Calgary",89,8,2020-12-15
"1747","School","Calgary",2,0,2020-12-15
"1748","School","Central",1,0,2020-12-16
"1749","Manufacturing","Edmonton",2,0,2020-12-16
"1750","Long-Term Care","Calgary",1,0,2020-12-16
"1751","School","Calgary",2,0,2020-12-16
"1752","School","Calgary",2,0,2020-12-16
"1753","Childcare","Edmonton",5,0,2020-12-16
"1754","School","Calgary",3,0,2020-12-16
"1755","School","Edmonton",2,0,2020-12-16
"1756","Long-Term Care","North",3,1,2020-12-16
"1757","Long-Term Care","Edmonton",2,0,2020-12-16
"1758","Social Service","Edmonton",10,0,2020-12-16
"1759","Long-Term Care","Edmonton",1,0,2020-12-16
"1760","Long-Term Care","Edmonton",1,0,2020-12-16
"1761","School","Edmonton",3,0,2020-12-16
"1762","School","Edmonton",4,0,2020-12-16
"1763","School","Edmonton",4,0,2020-12-16
"1764","School","North",3,0,2020-12-16
"1765","Long-Term Care","South",27,4,2020-12-16
"1766","School","Edmonton",3,0,2020-12-16
"1767","Long-Term Care","Edmonton",1,0,2020-12-17
"1768","Acute Care","Edmonton",21,3,2020-12-17
"1769","Childcare","Calgary",5,0,2020-12-17
"1770","School","South",4,0,2020-12-17
"1771","School","Edmonton",4,0,2020-12-17
"1772","School","Edmonton",3,0,2020-12-17
"1773","Long-Term Care","Central",5,0,2020-12-17
"1774","Long-Term Care","North",5,0,2020-12-17
"1775","Long-Term Care","Calgary",5,0,2020-12-17
"1776","School","Edmonton",3,0,2020-12-17
"1777","School","Edmonton",3,0,2020-12-17
"1778","Group Home","Edmonton",6,0,2020-12-17
"1779","School","Calgary",3,0,2020-12-17
"1780","Long-Term Care","Edmonton",10,0,2020-12-17
"1781","Gym/Sports","North",2,0,2020-12-17
"1782","Social Service","North",7,0,2020-12-17
"1783","Restaurant","Calgary",2,0,2020-12-17
"1784","Long-Term Care","Edmonton",3,1,2020-12-17
"1785","Long-Term Care","Calgary",3,0,2020-12-17
"1786","School","Edmonton",2,0,2020-12-17
"1787","School","Edmonton",2,0,2020-12-17
"1788","School","Edmonton",2,0,2020-12-18
"1789","Childcare","Edmonton",2,0,2020-12-18
"1790","Long-Term Care","Edmonton",6,0,2020-12-18
"1791","Manufacturing","Central",2,0,2020-12-18
"1792","Childcare","Edmonton",3,0,2020-12-18
"1793","School","Edmonton",4,0,2020-12-18
"1794","Group Home","Edmonton",3,0,2020-12-18
"1795","Acute Care","Edmonton",46,4,2020-12-18
"1796","Social Service","Calgary",10,0,2020-12-18
"1797","Correctional","Calgary",3,0,2020-12-18
"1798","Childcare","Edmonton",5,0,2020-12-18
"1799","Long-Term Care","Edmonton",2,0,2020-12-18
"1800","School","Calgary",2,0,2020-12-18
"1801","School","Central",2,0,2020-12-18
"1802","School","Calgary",3,0,2020-12-18
"1803","Food Manufacturing","Edmonton",1,0,2020-12-18
"1804","Long-Term Care","Edmonton",7,0,2020-12-18
"1805","School","Edmonton",3,0,2020-12-18
"1806","Long-Term Care","Edmonton",21,1,2020-12-18
"1807","School","Calgary",6,0,2020-12-18
"1808","Group Home","Edmonton",3,0,2020-12-18
"1809","Long-Term Care","Calgary",2,0,2020-12-18
"1810","Long-Term Care","Edmonton",58,11,2020-12-18
"1811","School","Edmonton",5,0,2020-12-19
"1812","School","Central",3,0,2020-12-19
"1813","Childcare","Edmonton",3,0,2020-12-19
"1814","Group Home","Edmonton",1,0,2020-12-19
"1815","Long-Term Care","Calgary",4,0,2020-12-19
"1816","Food Manufacturing","Calgary",3,0,2020-12-19
"1817","School","Calgary",6,0,2020-12-19
"1818","School","Edmonton",5,0,2020-12-19
"1819","Childcare","Calgary",10,0,2020-12-19
"1820","Office","Edmonton",3,0,2020-12-19
"1821","Grocery/Essential","Edmonton",3,0,2020-12-19
"1822","School","Calgary",2,0,2020-12-19
"1823","School","Edmonton",2,0,2020-12-19
"1824","School","Edmonton",2,0,2020-12-19
"1825","School","Calgary",2,0,2020-12-19
"1826","Long-Term Care","Calgary",1,0,2020-12-19
"1827","Shelter","Central",1,0,2020-12-19
"1828","Long-Term Care","Edmonton",1,0,2020-12-19
"1829","Long-Term Care","Edmonton",3,0,2020-12-19
"1830","Group Home","Edmonton",2,0,2020-12-19
"1831","Long-Term Care","Edmonton",2,0,2020-12-19
"1832","School","Calgary",3,0,2020-12-19
"1833","Social Service","Calgary",3,0,2020-12-20
"1834","Long-Term Care","Calgary",1,0,2020-12-20
"1835","School","Edmonton",2,0,2020-12-20
"1836","Long-Term Care","Calgary",2,0,2020-12-20
"1837","School","Calgary",5,0,2020-12-20
"1838","School","Calgary",4,0,2020-12-20
"1839","School","North",3,0,2020-12-20
"1840","Long-Term Care","Edmonton",1,0,2020-12-20
"1841","Long-Term Care","Edmonton",12,1,2020-12-20
"1842","Childcare","Edmonton",3,0,2020-12-20
"1843","Childcare","Edmonton",3,0,2020-12-20
"1844","School","Calgary",10,0,2020-12-20
"1845","Long-Term Care","Calgary",4,1,2020-12-20
"1846","Childcare","Edmonton",3,0,2020-12-20
"1847","Long-Term Care","Edmonton",13,0,2020-12-20
"1848","Social Service","Edmonton",2,0,2020-12-20
"1849","School","Calgary",2,0,2020-12-20
"1850","School","South",1,0,2020-12-20
"1851","School","Calgary",2,0,2020-12-20
"1852","Long-Term Care","Central",8,2,2020-12-20
"1853","School","North",2,0,2020-12-20
"1854","Social Service","Edmonton",7,0,2020-12-20
"1855","Long-Term Care","Edmonton",5,0,2020-12-20
"1856","School","North",2,0,2020-12-20
"1857","Long-Term Care","Edmonton",5,0,2020-12-20
"1858","School","Calgary",2,0,2020-12-20
"1859","School","Calgary",6,0,2020-12-21
"1860","Childcare","Calgary",5,0,2020-12-21
"1861","School","Calgary",4,0,2020-12-21
"1862","Private","Edmonton",2,0,2020-12-21
"1863","Long-Term Care","Central",1,0,2020-12-21
"1864","Long-Term Care","Central",1,0,2020-12-21
"1865","Long-Term Care","Central",3,0,2020-12-21
"1866","School","Edmonton",2,0,2020-12-21
"1867","Group Home","Edmonton",1,0,2020-12-21
"1868","Long-Term Care","South",27,6,2020-12-21
"1869","School","Edmonton",3,0,2020-12-21
"1870","Long-Term Care","Edmonton",8,0,2020-12-21
"1871","Manufacturing","South",4,0,2020-12-21
"1872","Food Manufacturing","Calgary",9,0,2020-12-21
"1873","Manufacturing","Calgary",12,0,2020-12-21
"1874","Food Manufacturing","Edmonton",43,0,2020-12-21
"1875","Manufacturing","Edmonton",21,0,2020-12-21
"1876","School","Edmonton",3,0,2020-12-27
"1877","Acute Care","North",3,1,2020-12-27
"1878","School","Edmonton",2,0,2020-12-27
"1879","School","Edmonton",7,0,2020-12-27
"1880","School","Edmonton",2,0,2020-12-27
"1881","Long-Term Care","North",11,0,2020-12-27
"1882","Long-Term Care","Central",1,0,2020-12-27
"1883","Hotel","Calgary",9,0,2020-12-27
"1884","School","Edmonton",5,0,2020-12-27
"1885","School","Calgary",5,0,2020-12-27
"1886","School","Calgary",3,0,2020-12-27
"1887","Social Service","Edmonton",1,0,2020-12-27
"1888","Manufacturing","Calgary",9,0,2020-12-27
"1889","Long-Term Care","Edmonton",9,0,2020-12-27
"1890","School","Edmonton",2,0,2020-12-27
"1891","School","Edmonton",3,0,2020-12-27
"1892","School","Calgary",4,0,2020-12-27
"1893","Business","Central",10,0,2020-12-27
"1894","Acute Care","Edmonton",3,2,2020-12-27
"1895","School","Edmonton",4,0,2020-12-27
"1896","Financial/Accounting","Calgary",3,0,2020-12-27
"1897","Long-Term Care","Edmonton",2,0,2020-12-27
"1898","Long-Term Care","Central",2,0,2020-12-27
"1899","Long-Term Care","Edmonton",2,0,2020-12-27
"1900","Long-Term Care","Central",13,0,2020-12-27
"1901","Manufacturing","Edmonton",21,0,2020-12-27
"1902","Long-Term Care","Edmonton",6,0,2020-12-27
"1903","Social Service","Calgary",1,0,2020-12-27
"1904","School","Edmonton",2,0,2020-12-27
"1905","School","Calgary",4,0,2020-12-27
"1906","School","Calgary",4,0,2020-12-27
"1907","School","Edmonton",4,0,2020-12-27
"1908","Social Service","Edmonton",4,0,2020-12-27
"1909","Social Service","Central",3,0,2020-12-27
"1910","Long-Term Care","Central",3,0,2020-12-27
"1911","Long-Term Care","Edmonton",5,0,2020-12-27
"1912","School","Edmonton",2,0,2020-12-27
"1913","Long-Term Care","Edmonton",5,0,2020-12-27
"1914","School","Edmonton",2,0,2020-12-27
"1915","School","North",2,0,2020-12-27
"1916","Construction","Calgary",3,0,2020-12-27
"1917","School","Edmonton",2,0,2020-12-27
"1918","Long-Term Care","Calgary",5,0,2020-12-27
"1919","School","Edmonton",1,0,2020-12-27
"1920","School","Edmonton",2,0,2020-12-27
"1921","Food Manufacturing","Calgary",6,0,2020-12-27
"1922","School","Calgary",2,0,2020-12-27
"1923","School","Calgary",2,0,2020-12-27
"1924","School","Edmonton",2,0,2020-12-27
"1925","Communal","North",11,0,2020-12-27
"1926","Group Home","Calgary",5,0,2020-12-27
"1927","Childcare","Edmonton",10,0,2020-12-27
"1928","Social Service","North",4,0,2020-12-27
"1929","Long-Term Care","South",1,0,2020-12-27
"1930","Long-Term Care","Central",16,2,2020-12-27
"1931","Long-Term Care","Central",14,0,2020-12-27
"1932","Long-Term Care","Edmonton",1,0,2020-12-27
"1933","Childcare","Edmonton",4,0,2020-12-27
"1934","School","Calgary",9,0,2020-12-27
"1935","Long-Term Care","Central",1,0,2020-12-27
"1936","Grocery/Essential","Edmonton",16,0,2020-12-27
"1937","Long-Term Care","Central",1,0,2020-12-27
"1938","School","Edmonton",2,0,2020-12-27
"1939","Long-Term Care","Calgary",1,0,2020-12-27
"1940","Long-Term Care","Edmonton",1,0,2020-12-27
"1941","School","Edmonton",2,0,2020-12-27
"1942","Long-Term Care","Edmonton",1,0,2020-12-27
"1943","School","Calgary",2,0,2020-12-27
"1944","School","Calgary",6,0,2020-12-27
"1945","School","Edmonton",2,0,2020-12-27
"1946","Long-Term Care","South",1,0,2020-12-27
"1947","Long-Term Care","Edmonton",4,0,2020-12-27
"1948","Long-Term Care","North",4,2,2020-12-27
"1949","Childcare","Calgary",6,0,2020-12-27
"1950","School","Edmonton",2,0,2020-12-27
"1951","Church","Calgary",1,0,2020-12-27
"1952","Childcare","Edmonton",2,0,2020-12-27
"1953","Acute Care","North",14,2,2020-12-27
"1954","School","Central",2,0,2020-12-28
"1955","Long-Term Care","Edmonton",2,0,2020-12-28
"1956","Social Service","North",5,0,2020-12-28
"1957","Grocery/Essential","Calgary",30,0,2020-12-28
"1958","Group Home","Central",5,0,2020-12-28
"1959","Long-Term Care","Calgary",2,0,2020-12-28
"1960","Restaurant","Calgary",2,0,2020-12-28
"1961","School","Edmonton",4,0,2020-12-28
"1962","School","Central",1,0,2020-12-28
"1963","School","South",2,0,2020-12-28
"1964","Long-Term Care","Calgary",16,0,2020-12-28
